Label, Easting, Northing, Ellip Height
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0999_6.tif, 2613461.615671, 1127952.072725,   687.0886
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1000_6.tif, 2613459.601159, 1127946.115234,   687.0391
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1001_6.tif, 2613458.517070, 1127942.920913,   687.0137
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1002_6.tif, 2613456.533594, 1127937.188518,   686.9627
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1003_6.tif, 2613455.098752, 1127933.012184,   686.9242
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1004_6.tif, 2613453.850927, 1127929.368358,   686.8900
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1005_6.tif, 2613451.265039, 1127921.802820,   686.8384
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1006_6.tif, 2613449.716737, 1127917.355157,   686.7842
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1007_6.tif, 2613448.498290, 1127913.861502,   686.7396
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1008_6.tif, 2613446.456637, 1127908.050625,   686.7115
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1009_6.tif, 2613445.182915, 1127904.373333,   686.6820
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1010_6.tif, 2613443.619571, 1127899.797880,   686.6309
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1011_6.tif, 2613441.867748, 1127894.694419,   686.5706
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1012_6.tif, 2613440.521437, 1127890.776390,   686.5238
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1013_6.tif, 2613438.356207, 1127884.392699,   686.4328
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1014_6.tif, 2613436.810121, 1127879.788615,   686.3788
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1015_6.tif, 2613435.508192, 1127875.907201,   686.3366
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1016_6.tif, 2613433.405623, 1127869.676512,   686.2904
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1017_6.tif, 2613431.988065, 1127865.563964,   686.2483
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1018_6.tif, 2613430.767532, 1127862.044992,   686.2094
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1019_6.tif, 2613428.711519, 1127856.119129,   686.1698
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1020_6.tif, 2613427.426480, 1127852.402081,   686.1453
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1021_6.tif, 2613425.476336, 1127846.716642,   686.0990
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1022_6.tif, 2613424.061649, 1127842.618785,   686.0493
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1023_6.tif, 2613422.718920, 1127838.731723,   685.9990
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1024_6.tif, 2613420.372988, 1127831.635891,   685.9419
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1025_6.tif, 2613419.104841, 1127827.914094,   685.9097
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1026_6.tif, 2613417.761574, 1127823.987221,   685.8755
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1027_6.tif, 2613415.216277, 1127816.581559,   685.8026
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1028_6.tif, 2613413.717960, 1127812.220218,   685.7599
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1029_6.tif, 2613412.604925, 1127808.979987,   685.7283
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1030_6.tif, 2613410.671792, 1127803.346528,   685.6903
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1031_6.tif, 2613409.604655, 1127800.213145,   685.6642
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1032_6.tif, 2613407.142449, 1127795.666604,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1033_6.tif, 2613401.598528, 1127790.596337,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1034_6.tif, 2613394.797258, 1127786.190294,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1035_6.tif, 2613384.144628, 1127781.319992,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1036_6.tif, 2613374.325943, 1127779.108400,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1037_6.tif, 2613364.522049, 1127777.174770,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1038_6.tif, 2613360.394131, 1127776.343063,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1039_6.tif, 2613358.568895, 1127775.983318,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1040_6.tif, 2613358.045292, 1127775.837651,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1041_6.tif, 2613351.481727, 1127775.434138,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1042_6.tif, 2613346.690320, 1127775.001177,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1043_6.tif, 2613336.937878, 1127774.190476,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1044_6.tif, 2613328.757002, 1127773.472173,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1045_6.tif, 2613317.934160, 1127772.403474,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1046_6.tif, 2613308.305351, 1127771.426342,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1047_6.tif, 2613302.011979, 1127770.778911,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1048_6.tif, 2613295.995951, 1127770.143210,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1049_6.tif, 2613292.599068, 1127769.724462,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1050_6.tif, 2613290.850630, 1127769.476071,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1051_6.tif, 2613288.609211, 1127769.171020,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1052_6.tif, 2613283.979813, 1127768.638414,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1053_6.tif, 2613280.998740, 1127768.331747,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1054_6.tif, 2613272.918229, 1127767.513690,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1055_6.tif, 2613271.277510, 1127767.332240,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1062_6.tif, 2613270.032604, 1127769.363848,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\000\IMG_0000_6.tif, 2613269.334116, 1127764.626672,     0.0000
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\005\IMG_1061_6.tif, 2613270.476514, 1127770.721037,     0.0000
